OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ShapeSTArea,ShapeSTLength
143,Oak Lawn Cemetery,Private, ,4,Hyde Park,10.406849, ,Commercial/Office/Business District,Cemeteries & Burying Grounds,NULL, ,N, ,264782.5281,2409.177623
144,Doyle Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.944866, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,41159.11475,1303.270732
145,Euclid Street,Private,WPA,7,Hyde Park,3.848362, ,Industrial District,Urban Wilds & Natural Areas,NULL, ,N, ,167637.6433,2010.745204
146,West Street,City of Boston,A97,6,Hyde Park,2.532806, ,Industrial District,Urban Wilds & Natural Areas,BCC,BPRD,X, ,109132.3499,1403.209273
147,Dell Rock I,City of Boston,A97,6,Hyde Park,1.3, ,Residential District,Urban Wilds & Natural Areas,BPRD, ,X,X,56817.29663,1085.065951
148,Amatucci Playground,City of Boston,A97,3,Hyde Park,0.448679,Opposite 1661 Hyde Park Ave.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,19544.82202,605.669288
149,Moynihan Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,7.185713, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,313015.2351,2601.677609
150,Iacono/Readville Playground,City of Boston,A97,3,Hyde Park,4.914023,159 Readville Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,214058.6667,2079.802464
151,Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.865839, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,124838.1873,1506.556423
152,Jeremiah Hurley Memorial Park,City of Boston,A97,1,Hyde Park,0.07,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,3178.469482,251.582571
153,Stony Brook Recreation Complex,Commonwealth of Massachusetts,A97,3,Hyde Park,27.39,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,1193277.176,5359.043288
154,Williams Square,City of Boston,A97,1,Hyde Park,0.038057,Opposite 131 Williams Ave.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,1657.783203,190.541352
155,Dana Avenue Urban Wild I,Commonwealth of Massachusetts,A97,6,Hyde Park,0.819681, ,Industrial District,Urban Wilds & Natural Areas,DCR, ,X,X,33855.79053,1276.893306
156,Pleasant View I,City of Boston, ,6,Hyde Park,0.07, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,3112.562744,235.628143
157,Pleasant View II,Private, ,6,Hyde Park,0.17, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,7441.676514,502.628497
158,Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.39061, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X,1323838.505,8917.915798
159,Oak Lawn Golf Range,Private, ,7,Hyde Park,22.92,467-487 Cummins Highway,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,998466.1311,5211.898821
160,Mission Hill Playground,City of Boston,A97,3,Jamaica Plain,2.686818,60 Smith Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,117039.8694,1538.126335
161,Gibbons Playground,City of Boston,A97,3,Jamaica Plain,0.11,10 Sewall Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,4569.105713,285.677635
162,Mozart Street Playground,City of Boston,A97,3,Jamaica Plain,0.80627,28 Mozart Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,35121.729,768.172463
163,Paul Gore Street Playground,City of Boston,A97,3,Jamaica Plain,0.332907, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,14501.70068,581.883213
164,60 Paul Gore Street Garden,City of Boston,A97,5,Jamaica Plain,0.419666, ,Open Space District,Community Gardens,BPRD, ,X,X,18280.99756,554.686198
165,Paul Gore/Beecher Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.507681, ,Open Space District,Community Gardens,NULL, ,N, ,22114.98462,630.837075
166,Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.174243,105 Paul Gore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,7590.142822,362.7745
167,South Street Courts,City of Boston,A97,3,Jamaica Plain,0.338233, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,14640.17334,484.231256
168,Murphy Playground,City of Boston,A97,3,Jamaica Plain,2.597675,20 Child Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,110805.9307,1666.946957
169,Lawrence Farm,Private,AP/Ch61A (Part),6,Jamaica Plain,41.704911, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,Trustees of Reservations,Private,X, ,1792884.034,6409.127426
170,Soldier's Monument,City of Boston,A97,1,Jamaica Plain,0.132688, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X, ,5779.993164,344.48252
171,Forbes Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.370783, ,Residential District,Community Gardens,NULL, ,N, ,16151.59522,521.042855
172,Tobin Community Center Garden,City of Boston, ,5,Jamaica Plain,0.29663, ,Institutional District,Community Gardens,NULL, ,N, ,12921.41943,493.023935
173,English H.S. Athletic Fields,City of Boston, ,3,Jamaica Plain,7.633206,144 McBride Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,332508.3582,3592.43958
174,Johnson Park II,City of Boston,A97,3,Jamaica Plain,0.170636, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X,7433.016113,567.290656
175,Johnson Park I,Commonwealth of Massachusetts,A97,3,Jamaica Plain,2.600858, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,113295.3738,1467.485404
176,Mahoney Square,City of Boston,A97,1,Jamaica Plain,0.060215,Intersection of Day and Centre St.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,2623.020264,181.556279
177,Hellenic College Athletic Field,Private, ,3,Jamaica Plain,3.406608, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,148394.4807,1655.393823
178,Hellenic Hill I,Private,100/GPOD,6,Jamaica Plain,17.695311, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,Private,N, ,770821.4492,6658.025662
179,Back of the Hill,City of Boston,A97,6,Jamaica Plain,3.716206, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,161880.7966,2635.591963
180,Hall/Boynton Street Garden,MBTA,A97,5,Jamaica Plain,0.137316, ,Open Space District,Community Gardens,NULL,DCR,N, ,5981.598389,324.664667
181,Anson Street Garden,MBTA,A97,5,Jamaica Plain,0.169332, ,Open Space District,Community Gardens,NULL, ,N, ,7376.242432,531.438567
182,Harambee Park,City of Boston,A97,3,Mattapan,45.557801,120 Westview Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,1984533.089,6460.696605
183,Thetford/Evans Playground,City of Boston,A97,3,Mattapan,0.68,Corner of Thetford & Evans Sts,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,29759.88403,699.929544
184,Woodhaven,City of Boston,A97,6,Mattapan,1.182371, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,53250.93042,931.480359
185,Gladeside I,City of Boston,A97/WPA,6,Mattapan,10.305758, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,448208.8694,3495.07022
186,Willowwood Rock,City of Boston,A97,6,Mattapan,0.532299, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,24342.1521,683.594772
187,Gladeside II,Private, ,6,Mattapan,0.898541, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,39141.15332,919.392211
188,Blue Hill Rock,BHA, ,6,Mattapan,0.449929, ,Residential District,Urban Wilds & Natural Areas,NULL,BHA,N, ,19599.25195,603.26844
189,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.141296, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,267519.5894,2585.464693
190,Franklin Field BHA Garden,City of Boston, ,5,Mattapan,0.433778, ,Residential District,Community Gardens,NULL, ,N, ,4193.961426,491.88769
191,ReVision House Urban Farm #1,Private, ,5,Mattapan,0.351909, ,Residential District,Community Gardens,NULL, ,N, ,15329.42627,509.871632
192,Lucerne/Balsam Street Garden,BNAN,Land Trust,5,Mattapan,0.225517, ,Open Space District,Community Gardens,NULL, ,N, ,9823.692627,396.347637
193,Walker Playground,City of Boston,A97,3,Mattapan,5.953433,550 Norfolk Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,259336.1689,2437.938938
194,Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.260029, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,11327.08276,485.668205
195,Forest Hills Cemetery,Private, ,4,Roslindale,243.732332, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N,X,10617169.15,17024.88681
196,Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.865942,Walter Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X,37517.5957,872.920138
197,Weld Hill Tract,Private, ,3,Roslindale,14.11,"Centre, Weld & Walter Streets",Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,614572.6094,4031.630048
198,Pagel Playground,City of Boston,A97,3,Roslindale,2.725042,365 Hyde Park Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,118355.5291,1652.934228
199,Parkman Playground,City of Boston,A97,3,Roslindale,2.068094,58 Wachusett Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,90087.79614,1277.674777
200,Leland Street Herb Garden,BNAN,Land Trust,5,Roslindale,0.259117, ,Open Space District,Community Gardens,NULL, ,N, ,10828.18555,422.651567
201,Fallon Field,City of Boston,A97,3,Roslindale,7.511451,940 South Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,327204.6313,2373.302908
202,Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.442114,Opposite 238 Poplar St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,18995.99268,613.585566
203,Southwest Boston Garden Club,MBTA, ,5,Roslindale,1.520216, ,Residential District,Community Gardens,NULL,Private,N, ,66221.8125,1075.033534
204,Delano Park,City of Boston, ,1,Roslindale,0.206372, ,Open Space District,"Malls, Squares & Plazas",NULL,,N,X,8989.725586,1290.860107
205,Toll Gate Cemetery,Private, ,4,Roslindale,0.904785, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,39413.14624,1135.123985
206,Forest Hills Rotary,Commonwealth of Massachusetts,A97,1,Roslindale,0.690822, ,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,30092.72192,615.198623
207,Whittier Playground,City of Boston, ,3,Roxbury,0.275503, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,12001.11694,461.221635
208,Dudley Town Common,City of Boston,A97,1,Roxbury,0.620041, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X,26879.85425,966.175046
209,King Street Play Area,City of Boston,A97,3,Roxbury,0.130467, ,Open Space District,"Parks, Playgrounds & Athletic Fields",George Robert White Fund,Private,N,X,5457.454102,307.742056
210,Jeep Jones Park,City of Boston,A97,3,Roxbury,1.82,221 Roxbury Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,79196.28418,1230.883514
211,Linwood Park,City of Boston,A97,1,Roxbury,0.073839,1 Linwood Park/Opp. 75 Centre St.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,3216.469727,209.072922
212,Alvah Kittredge Park,City of Boston,A97,1,Roxbury,0.115951,Linwood Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,5058.856934,339.563822
213,Rockledge Street Urban Wild,City of Boston,A97,6,Roxbury,0.531486, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,22372.56201,725.329825
214,St James Street Park,City of Boston,A97,3,Roxbury,0.384893,Adjacent to 35 St. James Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,17115.81567,562.333027
215,Alpine Street,Private, ,6,Roxbury,4.471219, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,123438.3066,2354.785518
216,Malcolm X Park I,City of Boston,A97,3,Roxbury,13.86,158 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,603668.6272,3913.974322
217,Horatio Harris Park,City of Boston,A97,3,Roxbury,2.521897,Opposite 227 Walnut Ave,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,109855.7944,1301.216603
218,Trotter School Playground,City of Boston,A97,3,Roxbury,1.243984,Oppoiste 156 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,54188.92261,957.736516
219,Crawford Street Playground,City of Boston,A97,3,Roxbury,1.721944,Adjacent to 310 Walnut Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,72753.48828,1522.72444
220,Msgr. John Roussin Park,City of Boston,A97,3,Roxbury,0.317054,345 Walnut Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,13926.25269,460.822956
221,Flaherty Playground,City of Boston,A97,3,Roxbury,1.310782, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,57098.67822,958.986437
222,Marcella Playground,City of Boston,A97,3,Roxbury,5.089804,260 Highland Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,221715.7991,1831.127177
223,Highland Park,City of Boston,A97,3,Roxbury,3.632533,58 Beech Glen Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,158235.9419,1557.901238
224,Cedar Square,City of Boston,A97,3,Roxbury,0.623139,Opposite 20 Cedar Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,26816.51636,653.341811
225,Cedar Street Garden II,BRA, ,5,Roxbury,0.076014, ,Open Space District,Community Gardens,NULL, ,N, ,3419.724854,259.059317
226,Cedar Street Garden I,City of Boston, ,5,Roxbury,0.417461, ,Open Space District,Community Gardens,NULL,Cooper Community Garden Ctr,N, ,19192.27368,749.588288
227,Margaret Wright Memorial Garden,Community Group/Nonprofit,Land Trust,5,Roxbury,0.133372, ,Residential District,Community Gardens,NULL, ,N, ,5809.808594,306.067589
228,Elm Hill Park,City of Boston,A97,1,Roxbury,0.117909,Off 550 Warren Str.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,5136.207764,573.234364
229,Quincy Street Play Area,City of Boston,A97,3,Roxbury,0.53142,Opposite 70 Quincy Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,23784.83008,619.223808
230,Savin/Maywood Street Garden,BNAN,Land Trust,5,Roxbury,0.462941, ,Open Space District,Community Gardens,NULL, ,N, ,20166.08496,604.065085
231,Howes Playground,City of Boston,A97,3,Roxbury,1.89, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,82441.04858,1206.928744
232,Little Scobie Playground,City of Boston,A97,3,Roxbury,0.794356,Between Dunreath & Copeland Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,34602.76123,802.406151
233,Erie/Ellington Playground,City of Boston,A97,3,Roxbury,0.374384,Corner of Ellington and Erie,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,16139.21533,584.743919
234,Puddingstone Park,City of Boston,A97,3,Roxbury,0.55,Opposite 331 Seaver Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,23879.14258,652.121915
235,Edna V. Bynoe Park,City of Boston,A97,3,Roxbury,2.67,Between Orchard Park & Adams St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,116521.5042,1417.627106
236,John Eliot Square,City of Boston, ,1,Roxbury,0.074409, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,5771.49585,407.848931
237,St. Monica's,Private, ,6,Roxbury,0.619032, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,26965.49487,769.22574
238,Buena Vista,City of Boston,A97,6,Roxbury,1.345499, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,64366.50757,989.821796
239,St. Joseph's Garden,Private, ,5,Roxbury,0.202445, ,Open Space District,Community Gardens,NULL, ,N, ,8818.648438,375.97985
240,Granada Park Garden,BNAN,Land Trust,5,Roxbury,0.299743, ,Residential District,Community Gardens,NULL, ,N, ,13307.4397,510.456446
241,Egleston Community Garden,Private, ,5,Roxbury,0.240671, ,Residential District,Community Gardens,NULL, ,N, ,10483.81299,442.261653
242,Waldren Road Garden,City of Boston, ,5,Roxbury,0.092032, ,Residential District,Community Gardens,NULL, ,N, ,4172.317871,259.223881
243,The Food Project Lot #1A,City of Boston, ,5,Roxbury,0.41,37-43 Langdon Street,Residential District,Community Gardens,NULL, ,N, ,18009.21606,956.060816
244,Winthrop Street Garden,BNAN,Land Trust,5,Roxbury,0.111241, ,Open Space District,Community Gardens,NULL, ,N, ,4845.727295,293.017656
245,Madison Park H.S. Athletic Fields,City of Boston, ,3,Roxbury,9.605648,55 R New Dudley Str.,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,418429.4543,2583.946265
246,Nuestra Playground,BNAN,Land Trust,3,Roxbury,0.233418, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,10022.42773,406.757008
247,Dennis Street Park,City of Boston,A97/USH,3,Roxbury,0.416088,138 Moreland Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,29863.61939,735.368628
248,Holborn Street Playlot,City of Boston,A97/LWCF,3,Roxbury,0.1,6 Holborn Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,4519.354248,277.144532
249,Medal of Honor Park,City of Boston,A97,1,South Boston,6.182693,Opposite 805 East Broadway,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,269322.9077,2137.998994
250,Christopher Lee Playground,City of Boston,A97,3,South Boston,5.437989, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,236882.9976,2251.534338
251,Hawes Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.250824,Opposite 286 Emerson Str.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X,10926.07398,418.947879
252,Union Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.121157,Opposite 655 East Fifth Str.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X,5277.712646,311.795463
253,Dorchester Heights NHS,United States of America,A97/NRHP,1,South Boston,4.403983, ,Residential District,"Malls, Squares & Plazas",National Park Service, ,X,X,191840.9321,1787.912991
254,Flaherty Park,City of Boston,A97,3,South Boston,0.252221,Opposite 133 B Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,10978.14746,420.672461
255,Buckley Playground,City of Boston,A97,3,South Boston,0.655619,Opposite 209 West Third Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,28291.42432,766.88021
256,Sterling Square,BHA, ,1,South Boston,1.038765, ,Residential District,"Malls, Squares & Plazas",NULL,BHA,N,X,45249.41235,1378.571668
257,Veterans Memorial Park,BHA, ,3,South Boston,0.201773, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X,29567.35303,690.547859
258,Ronan Park,City of Boston,A97,3,Dorchester,11.274631,Opposite 65 Mt. Ida Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,489640.8999,3299.81232
259,Mt. Bowdoin Green,City of Boston,A97,1,Dorchester,0.538179,Opposite 11 Bowdoin Ave.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,23443.48877,598.743383
260,Byrne Playground,City of Boston,A97,3,Dorchester,1.263026,23 Everett Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,51774.04834,1032.823501
261,Doherty/Gibson Playground,City of Boston,A97,3,Dorchester,5.726273, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,249440.8789,2054.531915
262,Wellesley Park,City of Boston,A97,3,Dorchester,0.713386,29 Wellesley Park,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,31075.66138,922.117197
263,McMorrow Playground,Commonwealth of Massachusetts,A97,3,Dorchester,5.231867, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,227904.1941,2377.886746
264,Hemenway Playground,City of Boston,A97,3,Dorchester,4.39521,531 Adams Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,191458.7717,1754.859592
265,Rev. Loesch Family Park,City of Boston,A97,3,Dorchester,2.252596,Opposite 21 Wainwright Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,98078.55444,1250.417888
266,Codman Burying Ground,Private, ,4,Dorchester,2.625228, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, ,114356.958,1365.334319
267,Walsh Playground,City of Boston,A97,3,Dorchester,6.945645,Opposite 31 Clancy Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,302557.6731,2368.69031
268,Dorchester South Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,1.942606,Opposite 2096 Dorchester Ave.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,A,84621.41846,1264.469343
269,Dorchester Park,City of Boston,A97,3,Dorchester,27.297354,1003 Adams Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,1189093.864,6480.995753
270,Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.47799, ,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR, ,X,X,20821.59546,688.441615
271,Toohig Playground,Commonwealth of Massachusetts,A97,3,Dorchester,2.124234, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,92533.29712,1568.732488
272,Martin/Hilltop Playground,City of Boston,A97,3,Dorchester,1.31194,101 Myrtlebank Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,57233.6875,997.690052
273,Nightingale Garden,BNAN,Land Trust,5,Dorchester,1.3714, ,Residential District,Community Gardens,NULL, ,N, ,59739.23926,1123.254903
274,Adams Rock,Private, ,6,Dorchester,0.21707, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,9455.734619,430.266202
275,10 Josephine Street Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.069084, ,Residential District,Community Gardens,Boston Urban Gardeners, ,N, ,3009.363281,230.21453
276,29 Josephine Street Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.113066, ,Residential District,Community Gardens,Boston Urban Gardeners, ,N, ,4925.265869,335.158944
277,Mother's Rest at Four Corners,City of Boston,A97,3,Dorchester,1.124535, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,49925.37524,1020.599632
278,Ripley Playground,City of Boston,A97,3,Dorchester,0.826727,Opposite 24 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,36854.81543,940.464337
279,Garvey Playground,City of Boston,A97,3,Dorchester,5.27312,Opposite 345 Neposet Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,229295.8445,1961.126104
280,Centervale Park,City of Boston,,1,Dorchester,0.195955,Between Upland Ave and Bourneside,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,8535.94458,984.309927
281,Ventura Playground,Commonwealth of Massachusetts,A97,3,Dorchester,1.309906, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,57060.51245,1193.687302
282,Conley & Tenean Streets Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.507067, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,22088.21997,724.430337
283,Norton Street Playground,BRA, ,3,Dorchester,0.065907, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,2957.495117,228.763547
284,Keystone Shoreline,Private, ,6,Dorchester,0.523573, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, ,22807.26636,969.038787
285,Granite Avenue Ledge,Private, ,6,Dorchester,0.381295, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, ,16609.48779,540.150276
286,Geneva Cliffs,City of Boston,A97,6,Dorchester,1.82935, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,78334.95264,1346.483279
287,YMCA Community Park,Private, ,3,Dorchester,1.027493, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,44758.39819,1170.51165
288,Torrey Street Park Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.067948, ,Residential District,Community Gardens,Boston Urban Gardeners, ,N, ,2959.883789,218.797464
289,Wheatland Avenue Victory Garden,BNAN,Land Trust,5,Dorchester,0.154809, ,Residential District,Community Gardens,NULL, ,N, ,6743.613525,335.08277
290,Clayborne Street Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.076107, ,Residential District,Community Gardens,NULL, ,N, ,3315.279541,244.991308
291,Fannie Lou Hamer Community Garden,Private,Land Trust,5,Dorchester,0.103225, ,Residential District,Community Gardens,NULL, ,N, ,4496.555908,281.383775
292,Audrey Jacobs Memorial CG,BNAN,Land Trust,5,Dorchester,0.103894, ,Residential District,Community Gardens,NULL, ,N, ,4525.705566,286.978418
293,Bullard Street Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.091834, ,Residential District,Community Gardens,Boston Urban Gardeners, ,N, ,4000.374756,278.015088
294,Quincy/Coleman Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.302283, ,Residential District,Community Gardens,NULL, ,N, ,13167.66431,463.395336
295,Barry Street Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.092186, ,Residential District,Community Gardens,Boston Urban Gardeners, ,N, ,4015.706299,260.809962
296,Lydon Way Garden,City of Boston, ,5,Dorchester,0.185634, ,Residential District,Community Gardens,NULL, ,N, ,8086.347168,404.709184
297,Codman Square,City of Boston, ,1,Dorchester,0.339182, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,14775.04077,572.45507
298,Hayes Park,City of Boston,A97,3,South End,0.28368,Opposite 178 West Canton Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,11986.6333,438.110833
299,Union Park,City of Boston,A97,3,South End,0.373479,24 Union Park,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,16269.05127,730.760915
300,Peters Park II,BRA,,3,South End,0.42185,230 Shawmut Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,22088.99439,1330.051903
301,Peters Park I,City of Boston,A97,3,South End,3.395061,230 Shawmut Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,144907.2224,1789.604206
302,Rotch Playground,City of Boston,A97,3,South End,2.74585,30 Randolph Str.,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,119611.3596,1412.849774
