OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ShapeSTArea,ShapeSTLength
466,Boston Design Center Plaza,BRA, ,1,South Boston,0.614671, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,33168.90161,1248.6038
467,Dry Dock Plaza,BRA, ,1,South Boston,0.24, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,10368.47803,877.307686
468,Marine Industrial Park Entrance I,BRA, ,1,South Boston,1.24, ,Industrial District,"Malls, Squares & Plazas",NULL,BRA,N,X,54281.70752,2243.216102
469,Marine Industrial Park Entrance II,Massport, ,1,South Boston,0.01, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,652.471436,241.804209
470,Lamartine/Hubbard Streets Garden,MBTA,A97,5,Jamaica Plain,0.062657, ,Open Space District,Community Gardens,NULL,DCR,N, ,2729.372314,232.650837
471,Kennedy Library Harborwalk,United States of America,Ch91/WPA,1,Dorchester,3.321602, ,Industrial District,"Malls, Squares & Plazas",NULL,US GSA,N,X,146345.6265,3992.18554
472,Boston Medical Center Campus,Private, ,1,South End,1.31, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,57233.1167,1817.008647
473,Lawndale Terrace Garden,MBTA,A97,5,Jamaica Plain,0.09, ,Open Space District,Community Gardens,NULL,DCR,N, ,3891.892334,249.938828
474,Frederick Douglass Green,Private, ,3,South End,0.922056, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,40165.46387,819.110208
475,New Chardon Square,Commonwealth of Massachusetts, ,1,Central Boston,1.91, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,83378.78272,1383.547822
476,Chandler/Tremont Plaza,City of Boston, ,1,South End,0.23, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,10189.42065,702.121797
477,Nonquit Street Garden,City of Boston, ,5,Dorchester,0.15, ,Residential District,Community Gardens,NULL,Nonquit Street Nbhd Assn,N, ,6360.621826,440.522539
478,Huntoon Rock,Private, ,6,Dorchester,0.166998, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,7274.56543,389.896073
479,Peabody Square,City of Boston,A97,1,Dorchester,0.046621,Ashmont St. & Dorchester Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X,2030.862793,187.606149
480,Savin Hill Cove,Commonwealth of Massachusetts,A97/WPA,2,Dorchester,1.774425, ,Special District,"Parkways, Reservations & Beaches",DCR, ,X,X,77295.32764,2836.841103
481,Doucette Square,City of Boston,A97,1,Dorchester,0.135148, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,5887.154541,317.719639
482,First Church Yard,Private, ,1,Roxbury,1.6, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,69642.43823,1711.86317
483,Boston Nature Center,Private,Land Trust,6,Mattapan,56.91, ,Industrial District,Urban Wilds & Natural Areas,Mass Audubon Society, ,X,X,2478777.687,11133.81261
484,Williams Street I,Private, ,6,Jamaica Plain,2.1,215 Forest Hills Street (rear),Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,91365.45117,1555.233259
485,Oakview Terrace,City of Boston,A97,1,Jamaica Plain,0.100075,Opposite 34 Oakview Ter.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,4359.322998,249.785342
486,Belle Isle Marsh Reservation,Commonwealth of Massachusetts,A97/WPA/Ch91/AC,2,East Boston,142.1, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,6189650.014,15949.75296
487,Suffolk Downs Infield,Private,WPA/ACEC/Ch91,3,East Boston,28.37534, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,1221235.548,4571.879669
488,Allandale Field,Private,A97/Deed Restrt,3,West Roxbury,2.63, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",BPRD,Private+BPRD,X,X,114404.6213,1383.386651
489,Mass Art Campus,Commonwealth of Massachusetts, ,1,Fenway/Kenmore,0.313068, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,13637.47119,767.640067
490,Harbor Point Boulevard,Private, ,1,Dorchester,2.309728, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,100613.5564,2468.367943
491,Boston Nature Center_Visitor Ctr,City of Boston,Trust Fund,3,Mattapan,1.998307, ,Industrial District,"Parks, Playgrounds & Athletic Fields",George Robert White Fund,Mass Audubon Society,X,X,87047.76538,1178.147476
492,Jamaicaway,City of Boston,A97/GPOD,2,Jamaica Plain,4.721091, ,Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,206898.8979,16953.09898
493,Perkins Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,0.227002, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,9888.370117,1359.774837
494,Chestnut Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,1.039018, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,DCR,X,X,45260.42358,2700.416092
495,Harvard Tract I,Private,100/GPOD,3,Jamaica Plain,5.033768, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,222467.8333,2195.599895
496,Harvard Tract III,Private,100,3,Jamaica Plain,1.454775, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,64261.58203,1483.856673
497,Harvard Tract II,Private,100/GPOD,3,Jamaica Plain,5.264256, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,207117.8528,1923.702198
498,Hellenic Hill II,Private,100/GPOD,6,Jamaica Plain,6.371623, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,Private,N, ,277462.1255,3268.559196
499,Faneuil Square,City of Boston,A97,1,Central Boston,0.82, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,35577.08545,1276.022831
500,Temple Street Park,City of Boston,A97/MPPF,1,Back Bay/Beacon Hill,0.059115,44-46 Temple Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X,2449.306152,198.925361
501,Williams Street III,City of Boston, ,6,Jamaica Plain,0.31,Cnr Kenton & Dungarven Sts + 241R Forest Hills St,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, ,13429.40259,702.742687
502,American Legion Highway,City of Boston,100,2,Multi-District,6.778726, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,BPRD,N,X,295286.5557,25027.90925
503,Morton Street,Commonwealth of Massachusetts,A97,2,Roxbury,0.760903, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X,33145.53076,12654.86156
504,St Michael's Cemetery,Private, ,4,Mattapan,46.499836, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,2025568.886,12284.61273
505,Monadnock Street Garden,BNAN,Land Trust,5,Dorchester,0.224288, ,Residential District,Community Gardens,NULL, ,N, ,9521.574707,396.75084
506,Ohrenberger Woodland,City of Boston, ,6,West Roxbury,3.819522, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X,164999.2966,2589.976513
507,Patten's Cove,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,9.578596, ,Industrial District,"Parkways, Reservations & Beaches",DCR, ,X,X,420815.4771,3329.030503
508,Leo M. Birmingham Parkway,Commonwealth of Massachusetts,A97,2,Allston-Brighton,6.981152, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X,304104.4028,17169.31814
509,Rivermoor II,BRA, ,6,West Roxbury,1.025823, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, ,45024.48108,1034.605981
510,Rivermoor III,City of Boston,A97,6,West Roxbury,0.504138, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,22611.12329,661.246355
511,Parley Vale Preserve,Private,A97/Easement,6,Jamaica Plain,0.700825, ,Residential District,Urban Wilds & Natural Areas,BCC, ,X, ,31534.56128,738.152917
512,Meetinghouse Hill Churchyard,Private, ,1,Dorchester,0.807455, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, ,35173.36279,1208.277053
513,Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,0.45, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,19713.26367,639.036673
514,Harvard-Livermore Tract,Private, ,6,Mattapan,5.651441, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,259353.1406,2736.217467
515,McCormack School Ball Field,City of Boston, ,3,Dorchester,1.4, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,61100.22607,985.143698
516,Boston College HS Athletic Fields,Private, ,3,Dorchester,19.53, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,807846.7744,4155.800445
517,Neponset River Corridor,Private, ,6,Hyde Park,1.187568, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,51731.34399,1175.484521
518,Truman Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,2.714762, ,Industrial District,"Parkways, Reservations & Beaches",DCR, ,X,X,118257.1533,15285.56891
519,West Austin Rock,City of Boston,A97,6,Hyde Park,0.3,216 West Street,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,12904.41211,485.883217
520,Arborway Overpass Path,Commonwealth of Massachusetts,A97,2,Jamaica Plain,1.163758, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,50694.18555,10714.87647
521,Franklin Park Zoo,City of Boston,A97,3,Roxbury,63.82, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,2780051.579,7641.837412
522,Newland Street Park,City of Boston, ,3,South End,0.138331, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,6682.098633,357.034597
523,Northhampton St Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.220245, ,Open Space District,Community Gardens,BNAN, ,N, ,9594.05249,393.31026
524,Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.03197, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X, ,1395.086792,181.969757
525,Harvard Business School Athltc Flds,Private, ,3,Allston-Brighton,0.565288, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,24624.41919,671.410409
526,Bromley Heath Play Area,City of Boston, ,3,Jamaica Plain,0.821203, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,35772.24316,1206.191277
527,Fenelon Street Playground,City of Boston,A97,3,Roxbury,0.19, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,8380.896484,388.483561
528,Oak Terrace Playlot,Private, ,3,Central Boston,0.030936, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,1347.607666,147.284301
529,Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.351773,23 Bellevue St,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,15599.33203,546.333349
530,Allandale Woods ROW,Private,A97,6,West Roxbury,0.16, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,BPRD,X,X,7137.362793,777.151211
531,St Helena's Park,City of Boston,A97,3,South End,0.173014, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,7614.23584,352.523985
532,Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.453424, ,Residential District,"Parks, Playgrounds & Athletic Fields",BCC, ,X,X,19434.03687,774.519113
533,NCAAA Museum Grounds,Private, ,1,Roxbury,0.836902, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, ,36456.12109,903.295074
534,Eastport Park,Massport, ,3,South Boston,1.15,2 Seaport Lane,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,50106.09253,1156.192101
535,South Boston Maritime Park,Massport,Ch 91,3,South Boston,0.88,"Btwn Congress St, D St Extension & Northern Ave",Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,38184.1543,956.387383
536,O'Donnell Square I,City of Boston,A97,1,Dorchester,0.04771, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,1787.182617,207.223416
537,O'Donnell Square II,City of Boston, ,1,Dorchester,0.01782, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,869.141113,132.188523
538,Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.25, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,10190.50879,406.765879
539,Millennium Park II,City of Boston,A97/WPA,6,West Roxbury,8.33,300 Gardner Str.,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,362928.0532,2457.214009
540,North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Central Boston,1.771746, ,Special District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,101981.9937,1503.942234
541,Bremen Street Park I,MassDOT,CAT Mit,3,East Boston,17.79, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL,Massport,N,X,774851.8264,8371.505716
542,Revere Plaza,MassDOT,CAT Mit,1,Central Boston,1.391463, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,60613.13892,1186.980629
543,Bessie Barnes Garden,Community Group/Nonprofit,Land Trust,5,South End,0.133216, ,Open Space District,Community Gardens,BNAN, ,N, ,5802.977539,322.54537
544,Union Square Plaza,City of Boston, ,1,Allston-Brighton,0.078612, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,16984.15064,1005.412807
545,Oakdale Street Community Garden,MBTA, ,5,Jamaica Plain,0.155973, ,Open Space District,Community Gardens,NULL,DCR,N, ,6963.857666,383.988316
546,Our Garden,City of Boston, ,5,East Boston,0.341297, ,Residential District,Community Gardens,NULL, ,N, ,9191.275391,422.716331
547,Paul Sullivan House Comm Garden,Community Group/Nonprofit, ,5,Dorchester,0.05368, ,Residential District,Community Gardens,NULL, ,N, ,2284.595215,225.76923
548,Boston Evening Academy Garden,City of Boston, ,5,Roxbury,0.22, ,Residential District,Community Gardens,NULL, ,N, ,9409.820557,391.636354
549,Phyllis Wheatley/Warren Place,City of Boston, ,5,Roxbury,0.15, ,Residential District,Community Gardens,NULL, ,N, ,6472.751709,335.374413
550,ReVision House Urban Farm #2,Community Group/Nonprofit, ,5,Mattapan,0.376429, ,Residential District,Community Gardens,NULL, ,N, ,7788.187012,462.416339
551,Shore Plaza East Garden,Private, ,5,East Boston,0.092586, ,Special District,Community Gardens,NULL, ,N, ,4033.128662,261.364676
552,South Street Community Garden,Commonwealth of Massachusetts, ,5,Jamaica Plain,0.470121, ,Open Space District,Community Gardens,NULL, ,N, ,20478.81641,571.983167
553,Starr Lane Park,City of Boston, ,5,Jamaica Plain,0.06204, ,Residential District,Community Gardens,NULL, ,N, ,2702.514404,213.165678
554,The Food Project Lot #3,Private, ,5,Roxbury,0.114558,18 Albion Street,Residential District,Community Gardens,NULL, ,N, ,5139.077881,302.340955
555,Wakullah St. CG,BRA, ,5,Roxbury,0.102423, ,Residential District,Community Gardens,NULL, ,N, ,4089.0979,262.192128
556,Warren Gardens Community Garden,Community Group/Nonprofit, ,5,Roxbury,0.25899, ,Residential District,Community Gardens,NULL, ,N, ,11281.81226,492.405841
557,Washington Manor Community Garden,BHA, ,5,South End,0.022075, ,Special District,Community Gardens,NULL,BHA,N, ,961.597168,124.124119
558,13th Street Circle Garden,City of Boston, ,5,Charlestown,0.058711, ,Special District,Community Gardens,NULL, ,N, ,2557.481201,182.589344
559,8th Street Circle Garden,City of Boston, ,5,Charlestown,0.046906, ,Special District,Community Gardens,NULL, ,N, ,2043.256104,163.226966
560,9th Street Circle Garden,City of Boston, ,5,Charlestown,0.045699, ,Special District,Community Gardens,NULL, ,N, ,1990.669678,161.128612
561,Agassiz Community & School Garden,City of Boston, ,5,Jamaica Plain,0.1864, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X,8370.236328,477.263708
562,Clementine Park,City of Boston, ,5,Dorchester,0.025085, ,Residential District,Community Gardens,NULL, ,N, ,1011.932129,137.527678
563,Columbia Point Community Garden,Private, ,5,Dorchester,0.05, ,Commercial/Office/Business District,Community Gardens,NULL, ,N, ,2026.837158,233.355885
564,Commonwealth Tenants Association CG,BHA, ,5,Allston-Brighton,0.350384, ,Residential District,Community Gardens,NULL,BHA,N, ,15262.9978,752.107344
565,Lombardi Memorial Park,BHA, ,1,East Boston,0.53, ,Residential District,"Malls, Squares & Plazas",NULL,BHA,N,X,23069.90161,609.244293
566,Charlestown Parcel 6,MassDOT,CAT Mit,1,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,5053.023193,282.909038
567,West End Park,MassDOT,CAT Mit,1,Central Boston,0.14,"Intersection of Nashua St, Lomasney Way & Martha Road",Special District,"Malls, Squares & Plazas",NULL, ,N,X,5926.282959,543.117396
568,Urban Arboretum,MassDOT,CAT Mit,1,Central Boston,1.95, ,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,84846.50415,3318.749453
569,Lincoln Street Green,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.18,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,7734.473389,516.3328
570,Leather District Park,MassDOT,CAT Mit,1,Central Boston,0.42,29-31 South Street,Special District,"Malls, Squares & Plazas",NULL,Kennedy Greenway Conservancy,N,X,18335.94824,1693.909011
571,Chinatown Park,MassDOT,A97/CATMit/RFK,1,Central Boston,0.61, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,36674.021,2766.241439
572,Armenian Heritage Park,MassDOT,CAT Mit,1,Central Boston,0.25, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X,11056.46094,421.062162
573,North Street Park,MassDOT,CAT Mit,1,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas",NULL, ,N, ,10665.72998,424.769323
574,Endicott Triangle,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.35,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,1673.929199,201.013378
575,RFK Greenway I,MassDOT,CAT Mit,1,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,6898.383789,681.469384
576,Dewey Square Parks,MassDOT,A97/CATMit/RFK,1,Central Boston,2.64, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,115010.28,2887.468528
577,Dewey Square Plaza,MassDOT,CAT Mit,1,Central Boston,0.58, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,25403.55737,687.635982
578,Wormwood Park,Commonwealth of Massachusetts,CATMit/MHP/Ch91,1,South Boston,0.13,261 A Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,5679.842529,312.815617
579,Federal Reserve Bank Harborwalk,City of Boston, ,1,Central Boston,0.08, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,3498.840088,584.697738
580,Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.73,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,32195.32739,905.94959
581,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,2663.582031,408.141878
582,Atlantic Avenue Plantings,MBTA, ,1,Central Boston,0.58, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,25390.76563,2200.596122
583,Binford Street Park,Private,CATMit/Ch91/WPA,1,South Boston,0.45, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,19816.95435,808.20814
584,CANA Portal,MassDOT,,1,Charlestown,1.15, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, ,50441.13281,2979.370969
585,Galvin Green,Commonwealth of Massachusetts,CAT Mit,1,Charlestown,5.13, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,223494.6912,5169.567584
586,I-90 Interchange,MassDOT,CAT Mit,7,Central Boston,1.54, ,Special District,"Malls, Squares & Plazas",NULL,MassDOT,N, ,66995.62158,1007.375083
587,North End Park,MassDOT,A97/CAT Mit/RFK,1,Central Boston,2.83, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,123174.5806,2086.973284
588,Wharf District Park,MassDOT,A97/CAT Mit/RFK,1,Central Boston,4.71, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,205210.5793,3896.122992
589,McGann Park,City of Boston,A97,3,Roslindale,0.88,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,38368.07544,912.454841
590,Mattahunt Woods III,City of Boston,WPA,6,Mattapan,3.57, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,155324.2146,3624.4476
591,Sprague Pond Shoreline,Private,WPA,3,Hyde Park,1.07, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,58564.96436,1176.629426
592,Bay Village Garden,City of Boston,A97,5,Central Boston,0.02, ,Open Space District,Community Gardens,BPRD,Private,X,X,790.737061,112.305235
593,Pemberton Square Access,City of Boston, ,1,Central Boston,0.13, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,5505.281982,440.071817
594,Prudential Center Plaza II,Private, ,1,Back Bay/Beacon Hill,1.09, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,47584.15747,980.603951
595,Prudential Center Plaza III,Private, ,1,Back Bay/Beacon Hill,1.02, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,44570.93701,994.888873
596,Bussey Brook Meadow II,MBTA,A97,6,Roslindale,1.17,Opposite 376 Arborway Str.,Open Space District,Urban Wilds & Natural Areas,BPRD,BPRD,N,X,54784.02344,1355.199565
597,North Beacon Allee,Private, ,1,Allston-Brighton,0.84, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas",NULL, ,N, ,36673.33521,1016.650147
598,Lewis Mall Harborpark,City of Boston,WPA/Ch91,1,East Boston,0.25, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,11023.65064,555.124759
599,Franklin Park II,City of Boston,A97/Lease,3,Roxbury,16.44, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,716128.2041,5477.287637
600,St. John Chrysostom Tract,Private,100,6,West Roxbury,4.31, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,187543.7656,2206.760472
601,O'Reilly Way Court,BHA, ,3,Charlestown,0.53, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X,23037.26758,768.425595
602,Canterbury Brookside I,Commonwealth of Massachusetts,WPA/100,6,Mattapan,3.57, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, ,136589.8828,2414.954287
603,South Shore Plaza Courts,Private,WPA/Ch91,3,East Boston,0.23, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,10181.23779,403.671116
604,South Shore Plaza Park,Private, ,1,East Boston,0.5, ,Special District,"Malls, Squares & Plazas",NULL, ,N, ,21699.47656,625.501956
605,West End Recreation Complex,Private, ,3,Central Boston,3.42, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,149003.3313,2290.241079
606,Thoreau Path,Private, ,1,Central Boston,3.86, ,Residential District,"Malls, Squares & Plazas",City of Boston, ,N,X,167999.5059,4315.038257
607,UMass Boston Campus Ctr Oval,Commonwealth of Massachusetts,WPA/Ch91,1,Dorchester,1.66, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,72599.99121,965.465948
608,Brian Honan Park,Private,A97/CR,3,Allston-Brighton,0.45,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,41975.07105,1141.821496
609,Brighton HS Hillside,City of Boston, ,1,Allston-Brighton,1.43, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,62147.87891,1386.193483
610,St. Elizabeth's Hospital Campus,Private, ,1,Allston-Brighton,4.86, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas",NULL, ,N,X,211857.2151,2395.392019
611,Allandale Woods II,City of Boston,A97/WPA,6,West Roxbury,10.59, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,461736.4138,3521.631769
612,Allan Crite Garden II,BRA, ,5,Roxbury,0.04, ,Open Space District,Community Gardens,BNAN,Cooper Community Garden Ctr,N, ,1609.355957,194.85528
613,East Boston Social Centers Playlot,Private, ,3,East Boston,0.33, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,14764.42285,486.495728
614,Oxford Place Plaza,Private, ,3,Central Boston,0.05, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,2039.811523,178.740414
615,Mattahunt Woods II,Private,WPA,6,Mattapan,3.74,"Livermore, Canaan, Itasca & Alabama Sts.",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,162700.9663,6208.268771
616,Mattahunt Woods Buffer,Private, ,6,Mattapan,1.02, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,44718.13916,972.756298
617,Mattahunt School Woods,City of Boston, ,6,Mattapan,0.96, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N,X,129744.4495,2790.451298
618,Mattahunt Schoolyard,City of Boston, ,3,Mattapan,3.31, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPS,N,X,143364.2664,2528.807345
619,Mattahunt School Entrance Plaza,City of Boston, ,1,Mattapan,0.37, ,Residential District,"Malls, Squares & Plazas",NULL,BPS,N,X,16007.70728,722.782529
620,Currier Woods I,City of Boston, ,6,Mattapan,1.43, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,62465.70874,1378.737555
621,Currier Woods II,Private, ,6,Mattapan,0.56, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,24301.60034,639.843449
622,Savannah Woods II,Private, ,6,Mattapan,0.73, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,31852.92236,1790.85465
623,Melvinside Play Area,Private, ,3,Dorchester,0.4, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,17476.1355,814.954326
624,Huntington-Vancouver Triangle,Private, ,1,Fenway/Kenmore,0.14, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X,6023.150146,349.61608
625,Huntington-Hemenway Mall,City of Boston, ,1,Fenway/Kenmore,0.33,Crnr Huntington Ave & Hemenway St,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,14335.74585,619.142082
626,Canterbury Brookside II,Private,WPA,6,Roslindale,0.49, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,21489.91943,855.679753
627,Franklin Field BHA Green,City of Boston, ,3,Mattapan,0.7, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,30634.52075,863.978413
628,Franklin Field BHA Playground,City of Boston, ,3,Mattapan,0.39, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,17021.63208,592.290924
629,ELC Playlot,City of Boston, ,3,Roxbury,0.45, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,19494.56421,562.619732
630,John Eliot Square Urban Wild I,City of Boston, ,6,Roxbury,0.23, ,Residential District,Urban Wilds & Natural Areas,NULL,BCC+BPRD,N, ,10127.27734,543.297425
631,John Eliot Square Urban Wild II,BNAN,Land Trust,6,Roxbury,0.08, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,3308.235596,250.906465
632,Savannah Woods I,City of Boston, ,6,Mattapan,3.2, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,139206.5422,3156.045937
